112_20020102.txt.tml.plain	0	0-1-1	Diferencias
112_20020102.txt.tml.plain	0	1-1-0	en
112_20020102.txt.tml.plain	0	2-1-0	las
112_20020102.txt.tml.plain	0	3-1-0	proporciones
112_20020102.txt.tml.plain	0	4-1-0	de
112_20020102.txt.tml.plain	0	5-1-0	los
112_20020102.txt.tml.plain	0	6-1-0	personajes
112_20020102.txt.tml.plain	0	7-1-0	o
112_20020102.txt.tml.plain	0	8-1-0	elementos
112_20020102.txt.tml.plain	0	9-1-0	contemporáneos
112_20020102.txt.tml.plain	0	10-1-0	que
112_20020102.txt.tml.plain	0	11-1-0	se
112_20020102.txt.tml.plain	0	12-1-0	cuelan
112_20020102.txt.tml.plain	0	13-1-0	en
112_20020102.txt.tml.plain	0	14-1-0	el
112_20020102.txt.tml.plain	0	15-1-0	plano
112_20020102.txt.tml.plain	0	16-1-0	son
112_20020102.txt.tml.plain	0	17-1-0	algunos
112_20020102.txt.tml.plain	0	18-1-0	de
112_20020102.txt.tml.plain	0	19-1-0	los
112_20020102.txt.tml.plain	0	20-1-0	errores
112_20020102.txt.tml.plain	0	21-1-0	de
112_20020102.txt.tml.plain	0	22-1-0	El
112_20020102.txt.tml.plain	0	23-1-0	señor
112_20020102.txt.tml.plain	0	24-1-0	de
112_20020102.txt.tml.plain	0	25-1-0	los
112_20020102.txt.tml.plain	0	26-1-0	anillos
112_20020102.txt.tml.plain	0	27-0-0	.
112_20020102.txt.tml.plain	1	0-1-0	Al
112_20020102.txt.tml.plain	1	1-1-0	inicio
112_20020102.txt.tml.plain	1	2-0-0	,
112_20020102.txt.tml.plain	1	3-1-0	cuando
112_20020102.txt.tml.plain	1	4-1-0	Gandalf
112_20020102.txt.tml.plain	1	5-1-0	(
112_20020102.txt.tml.plain	1	6-1-0	Ian
112_20020102.txt.tml.plain	1	7-1-0	McKellen
112_20020102.txt.tml.plain	1	8-1-0	)
112_20020102.txt.tml.plain	1	9-1-0	lleva
112_20020102.txt.tml.plain	1	10-1-0	a
112_20020102.txt.tml.plain	1	11-1-0	Frodo
112_20020102.txt.tml.plain	1	12-1-0	(
112_20020102.txt.tml.plain	1	13-1-0	Elijah
112_20020102.txt.tml.plain	1	14-1-0	Wood
112_20020102.txt.tml.plain	1	15-1-0	)
112_20020102.txt.tml.plain	1	16-1-0	en
112_20020102.txt.tml.plain	1	17-1-0	el
112_20020102.txt.tml.plain	1	18-1-0	carro
112_20020102.txt.tml.plain	1	19-0-0	,
112_20020102.txt.tml.plain	1	20-1-0	la
112_20020102.txt.tml.plain	1	21-1-0	pipa
112_20020102.txt.tml.plain	1	22-1-0	del
112_20020102.txt.tml.plain	1	23-1-0	mago
112_20020102.txt.tml.plain	1	24-1-0	aparece
112_20020102.txt.tml.plain	1	25-1-0	y
112_20020102.txt.tml.plain	1	26-1-0	desaparece
112_20020102.txt.tml.plain	1	27-0-0	.
112_20020102.txt.tml.plain	2	0-1-0	En
112_20020102.txt.tml.plain	2	1-1-0	la
112_20020102.txt.tml.plain	2	2-1-0	escena
112_20020102.txt.tml.plain	2	3-1-0	en
112_20020102.txt.tml.plain	2	4-1-0	que
112_20020102.txt.tml.plain	2	5-1-0	Strider
112_20020102.txt.tml.plain	2	6-1-0	(
112_20020102.txt.tml.plain	2	7-1-0	Viggo
112_20020102.txt.tml.plain	2	8-1-0	Mortensen
112_20020102.txt.tml.plain	2	9-1-0	)
112_20020102.txt.tml.plain	2	10-1-0	lanza
112_20020102.txt.tml.plain	2	11-1-0	manzanas
112_20020102.txt.tml.plain	2	12-1-0	a
112_20020102.txt.tml.plain	2	13-1-0	Merry
112_20020102.txt.tml.plain	2	14-1-0	(
112_20020102.txt.tml.plain	2	15-1-0	Dominic
112_20020102.txt.tml.plain	2	16-1-0	Monaghan
112_20020102.txt.tml.plain	2	17-1-0	)
112_20020102.txt.tml.plain	2	18-1-0	y
112_20020102.txt.tml.plain	2	19-1-0	Pippin
112_20020102.txt.tml.plain	2	20-1-0	(
112_20020102.txt.tml.plain	2	21-1-0	Billy
112_20020102.txt.tml.plain	2	22-1-0	Boyd
112_20020102.txt.tml.plain	2	23-1-0	)
112_20020102.txt.tml.plain	2	24-0-0	,
112_20020102.txt.tml.plain	2	25-1-0	la
112_20020102.txt.tml.plain	2	26-1-0	segunda
112_20020102.txt.tml.plain	2	27-1-0	de
112_20020102.txt.tml.plain	2	28-1-0	las
112_20020102.txt.tml.plain	2	29-1-0	frutas
112_20020102.txt.tml.plain	2	30-1-0	lleva
112_20020102.txt.tml.plain	2	31-1-0	una
112_20020102.txt.tml.plain	2	32-1-0	etiqueta
112_20020102.txt.tml.plain	2	33-1-0	como
112_20020102.txt.tml.plain	2	34-1-0	si
112_20020102.txt.tml.plain	2	35-1-0	la
112_20020102.txt.tml.plain	2	36-1-0	hubieran
112_20020102.txt.tml.plain	2	37-1-0	comprado
112_20020102.txt.tml.plain	2	38-1-0	en
112_20020102.txt.tml.plain	2	39-1-0	un
112_20020102.txt.tml.plain	2	40-1-0	supermercado
112_20020102.txt.tml.plain	2	41-0-0	.
112_20020102.txt.tml.plain	3	0-1-0	Cuando
112_20020102.txt.tml.plain	3	1-1-0	Sam
112_20020102.txt.tml.plain	3	2-1-0	(
112_20020102.txt.tml.plain	3	3-1-0	Sean
112_20020102.txt.tml.plain	3	4-1-0	Astin
112_20020102.txt.tml.plain	3	5-1-0	)
112_20020102.txt.tml.plain	3	6-1-0	y
112_20020102.txt.tml.plain	3	7-1-0	Frodo
112_20020102.txt.tml.plain	3	8-1-0	están
