12_19990401.txt.tml.plain	1	4-1-0	timex3	t1	1
12_19990401.txt.tml.plain	1	5-1-0	timex3	t1	1
12_19990401.txt.tml.plain	1	6-1-0	timex3	t1	1
12_19990401.txt.tml.plain	1	7-1-0	timex3	t1	1
12_19990401.txt.tml.plain	1	8-1-0	timex3	t1	1
12_19990401.txt.tml.plain	1	9-1-0	timex3	t1	1
12_19990401.txt.tml.plain	3	29-1-0	timex3	t2	1
106_20010202.txt.tml.plain	0	46-1-0	timex3	t1	1
106_20010202.txt.tml.plain	0	47-1-0	timex3	t1	1
11476_20000614.txt.tml.plain	0	18-1-0	timex3	t1	1
11476_20000614.txt.tml.plain	0	26-1-0	timex3	t2	1
11476_20000614.txt.tml.plain	0	27-1-0	timex3	t2	1
11476_20000614.txt.tml.plain	0	28-1-0	timex3	t2	1
11476_20000614.txt.tml.plain	0	84-1-0	timex3	t3	1
11476_20000614.txt.tml.plain	0	85-1-0	timex3	t3	1
11476_20000614.txt.tml.plain	0	86-1-0	timex3	t3	1
11476_20000614.txt.tml.plain	0	100-1-0	timex3	t4	1
11476_20000614.txt.tml.plain	0	101-1-0	timex3	t4	1
11476_20000614.txt.tml.plain	0	102-1-0	timex3	t4	1
11476_20000614.txt.tml.plain	0	103-1-0	timex3	t4	1
11476_20000614.txt.tml.plain	0	104-1-0	timex3	t4	1
11476_20000614.txt.tml.plain	1	3-1-0	timex3	t5	1
11476_20000614.txt.tml.plain	1	20-1-0	timex3	t6	1
11476_20000614.txt.tml.plain	1	21-1-0	timex3	t6	1
11476_20000614.txt.tml.plain	1	22-1-0	timex3	t6	1
11476_20000614.txt.tml.plain	2	8-1-0	timex3	t7	1
11476_20000614.txt.tml.plain	2	9-1-0	timex3	t7	1
11476_20000614.txt.tml.plain	2	10-1-0	timex3	t7	1
11476_20000614.txt.tml.plain	2	11-1-0	timex3	t7	1
11476_20000614.txt.tml.plain	2	12-1-0	timex3	t7	1
11476_20000614.txt.tml.plain	2	13-1-0	timex3	t7	1
11476_20000614.txt.tml.plain	2	15-1-0	timex3	t8	1
11476_20000614.txt.tml.plain	2	16-1-0	timex3	t8	1
113_19990501_b.txt.tml.plain	0	9-1-0	timex3	t1	1
