12_19990401.txt.tml.plain	1	4-1-0	timex3	t1	1	value	1994-03-20
12_19990401.txt.tml.plain	1	4-1-0	timex3	t1	1	type	DATE
12_19990401.txt.tml.plain	3	29-1-0	timex3	t2	1	value	PRESENT_REF
12_19990401.txt.tml.plain	3	29-1-0	timex3	t2	1	type	DATE
106_20010202.txt.tml.plain	0	46-1-0	timex3	t1	1	value	PRESENT_REF
106_20010202.txt.tml.plain	0	46-1-0	timex3	t1	1	type	DATE
11476_20000614.txt.tml.plain	0	18-1-0	timex3	t1	1	value	FUTURE_REF
11476_20000614.txt.tml.plain	0	18-1-0	timex3	t1	1	type	DATE
11476_20000614.txt.tml.plain	0	26-1-0	timex3	t2	1	value	P1Y
11476_20000614.txt.tml.plain	0	26-1-0	timex3	t2	1	type	DURATION
11476_20000614.txt.tml.plain	0	84-1-0	timex3	t3	1	value	P1Y
11476_20000614.txt.tml.plain	0	84-1-0	timex3	t3	1	type	DURATION
11476_20000614.txt.tml.plain	0	100-1-0	timex3	t4	1	value	P1Y
11476_20000614.txt.tml.plain	0	100-1-0	timex3	t4	1	type	DURATION
11476_20000614.txt.tml.plain	1	3-1-0	timex3	t5	1	value	PAST_REF
11476_20000614.txt.tml.plain	1	3-1-0	timex3	t5	1	type	DATE
11476_20000614.txt.tml.plain	1	20-1-0	timex3	t6	1	value	P1Y
11476_20000614.txt.tml.plain	1	20-1-0	timex3	t6	1	type	DURATION
11476_20000614.txt.tml.plain	2	8-1-0	timex3	t7	1	value	2000-07-09
11476_20000614.txt.tml.plain	2	8-1-0	timex3	t7	1	type	DATE
11476_20000614.txt.tml.plain	2	15-1-0	timex3	t8	1	value	P26Y
11476_20000614.txt.tml.plain	2	15-1-0	timex3	t8	1	type	DURATION
113_19990501_b.txt.tml.plain	0	9-1-0	timex3	t1	1	value	1999-03
113_19990501_b.txt.tml.plain	0	9-1-0	timex3	t1	1	type	DATE
113_19990501_b.txt.tml.plain	2	23-1-0	timex3	t2	1	value	1998-Q1
113_19990501_b.txt.tml.plain	2	23-1-0	timex3	t2	1	type	DATE
113_19990501_b.txt.tml.plain	2	32-1-0	timex3	t3	1	value	1999-Q1
113_19990501_b.txt.tml.plain	2	32-1-0	timex3	t3	1	type	DATE
108_20000301_b.txt.tml.plain	1	7-1-0	timex3	t1	1	value	2000-02-29
108_20000301_b.txt.tml.plain	1	7-1-0	timex3	t1	1	type	DATE
108_20000301_b.txt.tml.plain	5	10-1-0	timex3	t2	1	value	2000-03-19
108_20000301_b.txt.tml.plain	5	10-1-0	timex3	t2	1	type	DATE
108_20000301_b.txt.tml.plain	5	18-1-0	timex3	t3	1	value	2000-03-26
108_20000301_b.txt.tml.plain	5	18-1-0	timex3	t3	1	type	DATE
10646_20000313.txt.tml.plain	0	9-1-0	timex3	t1	1	value	2000-03-13
10646_20000313.txt.tml.plain	0	9-1-0	timex3	t1	1	type	DATE
10646_20000313.txt.tml.plain	0	25-1-0	timex3	t2	1	value	2000-03-12
10646_20000313.txt.tml.plain	0	25-1-0	timex3	t2	1	type	DATE
10646_20000313.txt.tml.plain	1	8-1-0	timex3	t3	1	value	2000-03-11
10646_20000313.txt.tml.plain	1	8-1-0	timex3	t3	1	type	DATE
10646_20000313.txt.tml.plain	1	26-1-0	timex3	t4	1	value	20
10646_20000313.txt.tml.plain	1	26-1-0	timex3	t4	1	type	DATE
10646_20000313.txt.tml.plain	2	5-1-0	timex3	t5	1	value	P17M
10646_20000313.txt.tml.plain	2	5-1-0	timex3	t5	1	type	DURATION
10646_20000313.txt.tml.plain	2	39-1-0	timex3	t6	1	value	2000-03-02
10646_20000313.txt.tml.plain	2	39-1-0	timex3	t6	1	type	DATE
10646_20000313.txt.tml.plain	3	5-1-0	timex3	t7	1	value	PTXH
10646_20000313.txt.tml.plain	3	5-1-0	timex3	t7	1	type	DURATION
10646_20000313.txt.tml.plain	3	35-1-0	timex3	t8	1	value	P4Y
10646_20000313.txt.tml.plain	3	35-1-0	timex3	t8	1	type	DURATION
121_19991202_b.txt.tml.plain	1	11-1-0	timex3	t1	1	value	1999-12-01
121_19991202_b.txt.tml.plain	1	11-1-0	timex3	t1	1	type	DATE
10591_20001013.txt.tml.plain	0	7-1-0	timex3	t1	1	value	2000-10-13
10591_20001013.txt.tml.plain	0	7-1-0	timex3	t1	1	type	DATE
10591_20001013.txt.tml.plain	10	33-1-0	timex3	t2	1	value	FUTURE_REF
10591_20001013.txt.tml.plain	10	33-1-0	timex3	t2	1	type	DATE
10591_20001013.txt.tml.plain	14	19-1-0	timex3	t3	1	value	FUTURE_REF
10591_20001013.txt.tml.plain	14	19-1-0	timex3	t3	1	type	DATE
10591_20001013.txt.tml.plain	14	35-1-0	timex3	t4	1	value	2001-03-15
10591_20001013.txt.tml.plain	14	35-1-0	timex3	t4	1	type	DATE
10591_20001013.txt.tml.plain	14	39-1-0	timex3	t5	1	value	2001-03-16
10591_20001013.txt.tml.plain	14	39-1-0	timex3	t5	1	type	DATE
123_19990202.txt.tml.plain	0	44-1-0	timex3	t1	1	value	1996
123_19990202.txt.tml.plain	0	44-1-0	timex3	t1	1	type	DATE
123_19990202.txt.tml.plain	0	46-1-0	timex3	t2	1	value	2006
123_19990202.txt.tml.plain	0	46-1-0	timex3	t2	1	type	DATE
123_19990202.txt.tml.plain	0	50-1-0	timex3	t3	1	value	1999-02-01
123_19990202.txt.tml.plain	0	50-1-0	timex3	t3	1	type	DATE
123_19990202.txt.tml.plain	0	66-1-0	timex3	t4	1	value	1999-01-29
123_19990202.txt.tml.plain	0	66-1-0	timex3	t4	1	type	DATE
123_19990202.txt.tml.plain	1	15-1-0	timex3	t5	1	value	1996
123_19990202.txt.tml.plain	1	15-1-0	timex3	t5	1	type	DATE
123_19990202.txt.tml.plain	1	17-1-0	timex3	t6	1	value	1998
123_19990202.txt.tml.plain	1	17-1-0	timex3	t6	1	type	DATE
123_19990202.txt.tml.plain	1	19-1-0	timex3	t7	1	value	2000
123_19990202.txt.tml.plain	1	19-1-0	timex3	t7	1	type	DATE
123_19990202.txt.tml.plain	1	21-1-0	timex3	t8	1	value	2002
123_19990202.txt.tml.plain	1	21-1-0	timex3	t8	1	type	DATE
123_19990202.txt.tml.plain	1	23-1-0	timex3	t9	1	value	2004
123_19990202.txt.tml.plain	1	23-1-0	timex3	t9	1	type	DATE
123_19990202.txt.tml.plain	1	36-1-0	timex3	t10	1	value	2006
123_19990202.txt.tml.plain	1	36-1-0	timex3	t10	1	type	DATE
123_19990202.txt.tml.plain	2	10-1-0	timex3	t11	1	value	1999-02-01
123_19990202.txt.tml.plain	2	10-1-0	timex3	t11	1	type	DATE
123_19990202.txt.tml.plain	3	11-1-0	timex3	t12	1	value	1999-02-01
123_19990202.txt.tml.plain	3	11-1-0	timex3	t12	1	type	DATE
123_19990202.txt.tml.plain	9	7-1-0	timex3	t13	1	value	1999-02-02TNI
123_19990202.txt.tml.plain	9	7-1-0	timex3	t13	1	type	TIME
123_19990202.txt.tml.plain	9	27-1-0	timex3	t14	1	value	1999-02-02T21:30
123_19990202.txt.tml.plain	9	27-1-0	timex3	t14	1	type	TIME
123_19990202.txt.tml.plain	10	17-1-0	timex3	t15	1	value	1999-02-01
123_19990202.txt.tml.plain	10	17-1-0	timex3	t15	1	type	DATE
123_19990202.txt.tml.plain	14	2-1-0	timex3	t16	1	value	1999-02-01
123_19990202.txt.tml.plain	14	2-1-0	timex3	t16	1	type	DATE
123_19990202.txt.tml.plain	16	23-1-0	timex3	t17	1	value	PRESENT_REF
123_19990202.txt.tml.plain	16	23-1-0	timex3	t17	1	type	DATE
123_19990202.txt.tml.plain	17	10-1-0	timex3	t18	1	value	PRESENT_REF
123_19990202.txt.tml.plain	17	10-1-0	timex3	t18	1	type	DATE
123_19990202.txt.tml.plain	17	16-1-0	timex3	t19	1	value	1999-02-04
123_19990202.txt.tml.plain	17	16-1-0	timex3	t19	1	type	DATE
123_19990202.txt.tml.plain	20	12-1-0	timex3	t20	1	value	P38Y
123_19990202.txt.tml.plain	20	12-1-0	timex3	t20	1	type	DURATION
123_19990202.txt.tml.plain	21	8-1-0	timex3	t21	1	value	PRESENT_REF
123_19990202.txt.tml.plain	21	8-1-0	timex3	t21	1	type	DATE
123_19990202.txt.tml.plain	23	5-1-0	timex3	t22	1	value	1999-02-01
123_19990202.txt.tml.plain	23	5-1-0	timex3	t22	1	type	DATE
123_19990202.txt.tml.plain	24	7-1-0	timex3	t23	1	value	P1W
123_19990202.txt.tml.plain	24	7-1-0	timex3	t23	1	type	DURATION
121_20020202.txt.tml.plain	2	28-1-0	timex3	t1	1	value	PXY
121_20020202.txt.tml.plain	2	28-1-0	timex3	t1	1	type	DURATION
121_20020202.txt.tml.plain	3	4-1-0	timex3	t2	1	value	XXXX-12-25TAF
121_20020202.txt.tml.plain	3	4-1-0	timex3	t2	1	type	TIME
121_20020202.txt.tml.plain	6	9-1-0	timex3	t3	1	value	FUTURE_REF
121_20020202.txt.tml.plain	6	9-1-0	timex3	t3	1	type	DATE
121_20020202.txt.tml.plain	8	1-1-0	timex3	t4	1	value	PXY
121_20020202.txt.tml.plain	8	1-1-0	timex3	t4	1	type	DURATION
10_20010402_a.txt.tml.plain	1	32-1-0	timex3	t1	1	value	PXY
10_20010402_a.txt.tml.plain	1	32-1-0	timex3	t1	1	type	DURATION
10_20010402_a.txt.tml.plain	2	1-1-0	timex3	t2	1	value	PRESENT_REF
10_20010402_a.txt.tml.plain	2	1-1-0	timex3	t2	1	type	DATE
108_20000601_d.txt.tml.plain	1	1-1-0	timex3	t1	1	value	2000-04
108_20000601_d.txt.tml.plain	1	1-1-0	timex3	t1	1	type	DATE
108_20000601_d.txt.tml.plain	2	5-1-0	timex3	t2	1	value	P7M
108_20000601_d.txt.tml.plain	2	5-1-0	timex3	t2	1	type	DURATION
108_20000601_d.txt.tml.plain	2	28-1-0	timex3	t3	1	value	2000-03
108_20000601_d.txt.tml.plain	2	28-1-0	timex3	t3	1	type	DATE
108_20000601_d.txt.tml.plain	3	19-1-0	timex3	t4	1	value	P30Y
108_20000601_d.txt.tml.plain	3	19-1-0	timex3	t4	1	type	DURATION
108_20000601_d.txt.tml.plain	3	30-1-0	timex3	t5	1	value	1999
108_20000601_d.txt.tml.plain	3	30-1-0	timex3	t5	1	type	DATE
11981_20001215.txt.tml.plain	0	14-1-0	timex3	t1	1	value	2000-10
11981_20001215.txt.tml.plain	0	14-1-0	timex3	t1	1	type	DATE
11981_20001215.txt.tml.plain	0	21-1-0	timex3	t2	1	value	2000-12-15
11981_20001215.txt.tml.plain	0	21-1-0	timex3	t2	1	type	DATE
12221_20000215.txt.tml.plain	0	10-1-0	timex3	t1	1	value	2000-04-06
12221_20000215.txt.tml.plain	0	10-1-0	timex3	t1	1	type	DATE
12221_20000215.txt.tml.plain	0	12-1-0	timex3	t2	1	value	2000-04-09
12221_20000215.txt.tml.plain	0	12-1-0	timex3	t2	1	type	DATE
12221_20000215.txt.tml.plain	1	15-1-0	timex3	t3	1	value	PAST_REF
12221_20000215.txt.tml.plain	1	15-1-0	timex3	t3	1	type	DATE
12221_20000215.txt.tml.plain	1	33-1-0	timex3	t4	1	value	PT5M
12221_20000215.txt.tml.plain	1	33-1-0	timex3	t4	1	type	DURATION
12221_20000215.txt.tml.plain	5	20-1-0	timex3	t5	1	value	PRESENT_REF
12221_20000215.txt.tml.plain	5	20-1-0	timex3	t5	1	type	DATE
111_20000202.txt.tml.plain	0	7-1-0	timex3	t1	1	value	2000-02-01
111_20000202.txt.tml.plain	0	7-1-0	timex3	t1	1	type	DATE
111_20000202.txt.tml.plain	0	23-1-0	timex3	t2	1	value	2000
111_20000202.txt.tml.plain	0	23-1-0	timex3	t2	1	type	DATE
111_20000202.txt.tml.plain	1	28-1-0	timex3	t3	1	value	P3Y
111_20000202.txt.tml.plain	1	28-1-0	timex3	t3	1	type	DURATION
111_20000202.txt.tml.plain	2	26-1-0	timex3	t4	1	value	2000
111_20000202.txt.tml.plain	2	26-1-0	timex3	t4	1	type	DATE
111_20000202.txt.tml.plain	2	33-1-0	timex3	t5	1	value	P3Y
111_20000202.txt.tml.plain	2	33-1-0	timex3	t5	1	type	DURATION
111_20000202.txt.tml.plain	4	34-1-0	timex3	t6	1	value	1999-10
111_20000202.txt.tml.plain	4	34-1-0	timex3	t6	1	type	DATE
117_20010801.txt.tml.plain	0	5-1-0	timex3	t1	1	value	17
117_20010801.txt.tml.plain	0	5-1-0	timex3	t1	1	type	DATE
