SO18.txt.pos	2	49	timex3	t2	1	type	DATE
SO18.txt.pos	2	53	timex3	t3	1	type	DATE
SO18.txt.pos	2	86	timex3	t4	1	type	DATE
SO18.txt.pos	3	103	timex3	t5	1	type	SET
SO18.txt.pos	5	147	timex3	t6	1	type	DATE
SO18.txt.pos	7	203	timex3	t7	1	type	DATE
SO18.txt.pos	8	242	timex3	t8	1	type	DATE
SO18.txt.pos	8	258	timex3	t9	1	type	DURATION
SO18.txt.pos	9	266	timex3	t10	1	type	DURATION
SO18.txt.pos	10	331	timex3	t11	1	type	DURATION
SO18.txt.pos	11	362	timex3	t12	1	type	DATE
cs.morph015	11	224	timex3	t1	1	type	DATE
cs.morph015	21	436	timex3	t2	1	type	DURATION
cs.morph015	21	441	timex3	t3	1	type	DURATION
cs.morph015	22	476	timex3	t4	1	type	DURATION
cs.morph016	3	45	timex3	t1	1	type	DURATION
cs.morph016	7	139	timex3	t2	1	type	DURATION
cs.morph016	8	168	timex3	t3	1	type	DATE
cs.morph016	8	198	timex3	t4	1	type	DURATION
cs.morph016	13	272	timex3	t5	1	type	DATE
cs.morph016	15	334	timex3	t6	1	type	DATE
cs.morph031	5	135	timex3	t2	1	type	DATE
cs.morph031	15	359	timex3	t3	1	type	DURATION
cs.morph031	16	373	timex3	t4	1	type	DATE
cs.morph031	16	392	timex3	t5	1	type	DATE
cs.morph031	28	626	timex3	t6	1	type	TIME
cs.morph031	30	647	timex3	t7	1	type	DATE
cs.morph031	40	864	timex3	t8	1	type	DATE
cs.morph031	42	893	timex3	t9	1	type	DATE
cs.morph035	6	217	timex3	t2	1	type	DURATION
cs.morph035	7	310	timex3	t3	1	type	DATE
cs.morph037	1	38	timex3	t2	1	type	TIME
cs.morph037	1	64	timex3	t3	1	type	DATE
cs.morph037	1	67	timex3	t4	1	type	SET
cs.morph037	1	72	timex3	t5	1	type	DATE
cs.morph037	2	80	timex3	t6	1	type	DURATION
cs.morph037	2	83	timex3	t7	1	type	DURATION
cs.morph037	4	192	timex3	t8	1	type	TIME
cs.morph037	6	259	timex3	t9	1	type	DATE
els.morph001	11	278	timex3	t2	1	type	DATE
els.morph001	18	473	timex3	t3	1	type	DATE
els.morph001	18	480	timex3	t4	1	type	DATE
els.morph001	22	577	timex3	t5	1	type	DATE
els.morph002	2	37	timex3	t2	1	type	DATE
els.morph002	2	58	timex3	t3	1	type	DATE
els.morph002	5	205	timex3	t4	1	type	SET
els.morph002	6	239	timex3	t5	1	type	DATE
els.morph003	4	116	timex3	t2	1	type	DATE
els.morph003	6	172	timex3	t3	1	type	DATE
els.morph003	6	190	timex3	t4	1	type	DATE
els.morph003	6	194	timex3	t5	1	type	DURATION
els.morph003	7	203	timex3	t6	1	type	DATE
els.morph003	8	243	timex3	t7	1	type	DATE
els.morph003	8	246	timex3	t8	1	type	DATE
els.morph003	8	268	timex3	t9	1	type	DURATION
els.morph003	8	273	timex3	t10	1	type	DATE
els.morph003	8	275	timex3	t11	1	type	DATE
els.morph003	9	296	timex3	t12	1	type	DATE
els.morph003	9	309	timex3	t13	1	type	DATE
els.morph003	11	394	timex3	t14	1	type	DURATION
els.morph004	5	94	timex3	t2	1	type	TIME
els.morph004	6	108	timex3	t3	1	type	TIME
els.morph004	8	150	timex3	t4	1	type	TIME
els.morph005	7	191	timex3	t2	1	type	DURATION
els.morph005	8	209	timex3	t3	1	type	SET
els.morph005	8	213	timex3	t4	1	type	TIME
els.morph005	8	215	timex3	t5	1	type	TIME
els.morph005	9	246	timex3	t6	1	type	TIME
els.morph005	14	401	timex3	t7	1	type	DURATION
els.morph005	14	406	timex3	t8	1	type	SET
els.morph005	15	420	timex3	t9	1	type	DATE
els.morph007	2	36	timex3	t2	1	type	DATE
els.morph007	2	57	timex3	t3	1	type	DATE
els.morph007	2	60	timex3	t4	1	type	DATE
els.morph007	3	66	timex3	t5	1	type	DATE
els.morph007	3	83	timex3	t6	1	type	DURATION
els.morph007	3	89	timex3	t7	1	type	TIME
els.morph007	3	118	timex3	t8	1	type	DURATION
els.morph007	4	133	timex3	t9	1	type	DURATION
els.morph007	4	135	timex3	t10	1	type	DURATION
els.morph007	5	190	timex3	t11	1	type	DATE
els.morph007	6	259	timex3	t12	1	type	DATE
els.morph007	6	265	timex3	t13	1	type	DURATION
els.morph007	7	284	timex3	t14	1	type	DATE
els.morph007	8	362	timex3	t15	1	type	DATE
els.morph007	9	408	timex3	t16	1	type	DATE
els.morph007	14	581	timex3	t17	1	type	DATE
els.morph022	2	74	timex3	t2	1	type	DURATION
els.morph022	3	87	timex3	t3	1	type	DATE
els.morph022	3	90	timex3	t4	1	type	DATE
els.morph022	4	105	timex3	t5	1	type	DATE
els.morph022	5	139	timex3	t6	1	type	DATE
els.morph022	6	170	timex3	t7	1	type	DATE
els.morph022	7	185	timex3	t8	1	type	DATE
els.morph022	7	195	timex3	t9	1	type	DATE
els.morph022	8	204	timex3	t10	1	type	DATE
els.morph022	8	212	timex3	t11	1	type	DATE
els.morph022	12	301	timex3	t12	1	type	DATE
els.morph022	15	380	timex3	t13	1	type	DATE
els.morph022	16	443	timex3	t14	1	type	DATE
els.morph022	16	449	timex3	t15	1	type	DATE
els.morph023	3	49	timex3	t2	1	type	DURATION
els.morph023	3	76	timex3	t3	1	type	DATE
els.morph023	11	283	timex3	t4	1	type	DATE
els.morph023	11	291	timex3	t5	1	type	DURATION
els.morph023	12	315	timex3	t6	1	type	DATE
els.morph023	15	387	timex3	t7	1	type	DATE
els.morph023	15	396	timex3	t8	1	type	DATE
els.morph023	16	416	timex3	t9	1	type	DATE
els.morph023	16	424	timex3	t10	1	type	DATE
els.morph023	22	553	timex3	t11	1	type	DATE
els.morph023	22	557	timex3	t12	1	type	DURATION
els.morph023	22	563	timex3	t13	1	type	DATE
els.morph023	23	599	timex3	t14	1	type	DATE
els.morph023	26	627	timex3	t15	1	type	DATE
els.morph023	26	658	timex3	t16	1	type	DURATION
els.morph023	29	744	timex3	t17	1	type	DATE
els.morph024	22	450	timex3	t2	1	type	DATE
els.morph025	4	118	timex3	t2	1	type	DURATION
els.morph025	9	220	timex3	t3	1	type	DURATION
els.morph041	2	32	timex3	t1	1	type	TIME
els.morph041	3	64	timex3	t2	1	type	DURATION
els.morph041	3	81	timex3	t3	1	type	TIME
els.morph041	6	146	timex3	t4	1	type	DURATION
els.morph041	7	170	timex3	t5	1	type	TIME
els.morph041	8	186	timex3	t6	1	type	TIME
els.morph041	9	204	timex3	t7	1	type	TIME
els.morph041	13	254	timex3	t8	1	type	TIME
els.morph042	2	52	timex3	t1	1	type	DATE
els.morph042	10	215	timex3	t2	1	type	DATE
els.morph051	5	85	timex3	t2	1	type	DATE
els.morph051	6	105	timex3	t3	1	type	DATE
els.morph051	6	113	timex3	t4	1	type	DATE
els.morph051	7	123	timex3	t5	1	type	DATE
els.morph051	8	151	timex3	t6	1	type	SET
els.morph051	8	173	timex3	t7	1	type	DATE
els.morph051	8	180	timex3	t8	1	type	DATE
els.morph051	11	218	timex3	t9	1	type	DATE
els.morph051	12	241	timex3	t10	1	type	DURATION
els.morph051	13	250	timex3	t11	1	type	DATE
els.morph051	13	256	timex3	t12	1	type	DATE
