wsj_0161.tml.plain	0	2-s	event	e1	1
wsj_0161.tml.plain	0	4-s	event	e2	1
wsj_0161.tml.plain	0	6-s	event	e4	1
wsj_0161.tml.plain	0	10-s	event	e5	1
wsj_0161.tml.plain	1	7-s	event	e7	1
wsj_0161.tml.plain	1	10-s	event	e8	1
wsj_0161.tml.plain	1	24-s	event	e65	1
wsj_0161.tml.plain	1	38-s	event	e66	1
wsj_0161.tml.plain	1	43-s	event	e12	1
wsj_0161.tml.plain	2	4-s	event	e15	1
wsj_0161.tml.plain	2	7-s	event	e16	1
wsj_0161.tml.plain	3	7-s	event	e21	1
wsj_0161.tml.plain	3	14-s	event	e23	1
wsj_0161.tml.plain	4	5-s	event	e32	1
NYT20000105.0325.tml.plain	0	6-s	event	e1	1
NYT20000105.0325.tml.plain	0	15-s	event	e2	1
NYT20000105.0325.tml.plain	0	24-s	event	e3	1
NYT20000105.0325.tml.plain	0	33-s	event	e4	1
NYT20000105.0325.tml.plain	1	18-s	event	e6	1
NYT20000105.0325.tml.plain	1	24-s	event	e94	1
NYT20000105.0325.tml.plain	1	27-s	event	e7	1
NYT20000105.0325.tml.plain	1	42-s	event	e137	1
NYT20000105.0325.tml.plain	1	46-s	event	e8	1
NYT20000105.0325.tml.plain	1	56-s	event	e9	1
NYT20000105.0325.tml.plain	2	21-s	event	e11	1
NYT20000105.0325.tml.plain	2	24-s	event	e95	1
NYT20000105.0325.tml.plain	4	3-s	event	e97	1
NYT20000105.0325.tml.plain	4	5-s	event	e12	1
NYT20000105.0325.tml.plain	4	12-s	event	e13	1
NYT20000105.0325.tml.plain	4	16-s	event	e14	1
NYT20000105.0325.tml.plain	5	8-s	event	e15	1
NYT20000105.0325.tml.plain	5	21-s	event	e16	1
NYT20000105.0325.tml.plain	5	24-s	event	e17	1
NYT20000105.0325.tml.plain	5	26-s	event	e18	1
NYT20000105.0325.tml.plain	5	29-s	event	e100	1
NYT20000105.0325.tml.plain	5	34-s	event	e19	1
NYT20000105.0325.tml.plain	6	2-s	event	e138	1
NYT20000105.0325.tml.plain	6	14-s	event	e20	1
NYT20000105.0325.tml.plain	6	18-s	event	e21	1
NYT20000105.0325.tml.plain	6	20-s	event	e22	1
