wsj_0161.tml.plain	0	0-n	Hadson
wsj_0161.tml.plain	0	1-s	Corp.
wsj_0161.tml.plain	0	2-s	said
wsj_0161.tml.plain	0	3-s	it
wsj_0161.tml.plain	0	4-s	expects
wsj_0161.tml.plain	0	5-s	to
wsj_0161.tml.plain	0	6-s	report
wsj_0161.tml.plain	0	7-s	a
wsj_0161.tml.plain	0	8-s	third-quarter
wsj_0161.tml.plain	0	9-s	net
wsj_0161.tml.plain	0	10-s	loss
wsj_0161.tml.plain	0	11-s	of
wsj_0161.tml.plain	0	12-s	$17
wsj_0161.tml.plain	0	13-s	million
wsj_0161.tml.plain	0	14-s	to
wsj_0161.tml.plain	0	15-s	$19
wsj_0161.tml.plain	0	16-s	million
wsj_0161.tml.plain	0	17-s	because
wsj_0161.tml.plain	0	18-s	of
wsj_0161.tml.plain	0	19-s	special
wsj_0161.tml.plain	0	20-s	reserves
wsj_0161.tml.plain	0	21-s	and
wsj_0161.tml.plain	0	22-s	continued
wsj_0161.tml.plain	0	23-s	low
wsj_0161.tml.plain	0	24-s	natural-gas
wsj_0161.tml.plain	0	25-s	prices
wsj_0161.tml.plain	0	26-	.
wsj_0161.tml.plain	1	0-nn	The
wsj_0161.tml.plain	1	1-s	Oklahoma
wsj_0161.tml.plain	1	2-s	City
wsj_0161.tml.plain	1	3-s	energy
wsj_0161.tml.plain	1	4-s	and
wsj_0161.tml.plain	1	5-s	defense
wsj_0161.tml.plain	1	6-s	concern
wsj_0161.tml.plain	1	7-s	said
wsj_0161.tml.plain	1	8-s	it
wsj_0161.tml.plain	1	9-s	will
wsj_0161.tml.plain	1	10-s	record
wsj_0161.tml.plain	1	11-s	a
wsj_0161.tml.plain	1	12-s	$7.5
wsj_0161.tml.plain	1	13-s	million
wsj_0161.tml.plain	1	14-s	reserve
wsj_0161.tml.plain	1	15-s	for
wsj_0161.tml.plain	1	16-s	its
wsj_0161.tml.plain	1	17-s	defense
wsj_0161.tml.plain	1	18-s	group
wsj_0161.tml.plain	1	19-	,
wsj_0161.tml.plain	1	20-s	including
wsj_0161.tml.plain	1	21-s	a
wsj_0161.tml.plain	1	22-s	$4.7
wsj_0161.tml.plain	1	23-s	million
wsj_0161.tml.plain	1	24-s	charge
wsj_0161.tml.plain	1	25-s	related
wsj_0161.tml.plain	1	26-s	to
wsj_0161.tml.plain	1	27-s	problems
wsj_0161.tml.plain	1	28-s	under
wsj_0161.tml.plain	1	29-s	a
wsj_0161.tml.plain	1	30-s	fixed-price
wsj_0161.tml.plain	1	31-s	development
wsj_0161.tml.plain	1	32-s	contract
wsj_0161.tml.plain	1	33-s	and
wsj_0161.tml.plain	1	34-s	$2.8
wsj_0161.tml.plain	1	35-s	million
wsj_0161.tml.plain	1	36-s	in
wsj_0161.tml.plain	1	37-s	overhead
wsj_0161.tml.plain	1	38-s	costs
wsj_0161.tml.plain	1	39-s	that
wsj_0161.tml.plain	1	40-s	wo
wsj_0161.tml.plain	1	41-	n't
wsj_0161.tml.plain	1	42-s	be
wsj_0161.tml.plain	1	43-s	reimbursed
wsj_0161.tml.plain	1	44-	.
wsj_0161.tml.plain	2	0-nn	In
wsj_0161.tml.plain	2	1-s	addition
wsj_0161.tml.plain	2	2-	,
wsj_0161.tml.plain	2	3-s	Hadson
wsj_0161.tml.plain	2	4-s	said
wsj_0161.tml.plain	2	5-s	it
wsj_0161.tml.plain	2	6-s	will
wsj_0161.tml.plain	2	7-s	write
wsj_0161.tml.plain	2	8-s	off
wsj_0161.tml.plain	2	9-s	about
wsj_0161.tml.plain	2	10-s	$3.5
wsj_0161.tml.plain	2	11-s	million
wsj_0161.tml.plain	2	12-s	in
wsj_0161.tml.plain	2	13-s	costs
wsj_0161.tml.plain	2	14-s	related
wsj_0161.tml.plain	2	15-s	to
wsj_0161.tml.plain	2	16-s	international
wsj_0161.tml.plain	2	17-s	exploration
wsj_0161.tml.plain	2	18-s	leases
wsj_0161.tml.plain	2	19-s	where
wsj_0161.tml.plain	2	20-s	exploration
wsj_0161.tml.plain	2	21-s	efforts
wsj_0161.tml.plain	2	22-s	have
wsj_0161.tml.plain	2	23-s	been
wsj_0161.tml.plain	2	24-s	unsuccessful
wsj_0161.tml.plain	2	25-	.
wsj_0161.tml.plain	3	0-nn	The
wsj_0161.tml.plain	3	1-s	company
wsj_0161.tml.plain	3	2-s	also
wsj_0161.tml.plain	3	3-s	cited
wsj_0161.tml.plain	3	4-s	interest
wsj_0161.tml.plain	3	5-s	costs
wsj_0161.tml.plain	3	6-s	and
wsj_0161.tml.plain	3	7-s	amortization
wsj_0161.tml.plain	3	8-s	of
wsj_0161.tml.plain	3	9-s	goodwill
wsj_0161.tml.plain	3	10-s	as
wsj_0161.tml.plain	3	11-s	factors
wsj_0161.tml.plain	3	12-s	in
wsj_0161.tml.plain	3	13-s	the
wsj_0161.tml.plain	3	14-s	loss
wsj_0161.tml.plain	3	15-	.
wsj_0161.tml.plain	4	0-nn	A
wsj_0161.tml.plain	4	1-s	year
wsj_0161.tml.plain	4	2-s	earlier
wsj_0161.tml.plain	4	3-	,
wsj_0161.tml.plain	4	4-s	net
wsj_0161.tml.plain	4	5-s	income
wsj_0161.tml.plain	4	6-s	was
wsj_0161.tml.plain	4	7-s	$2.1
wsj_0161.tml.plain	4	8-s	million
wsj_0161.tml.plain	4	9-	,
wsj_0161.tml.plain	4	10-s	or
wsj_0161.tml.plain	4	11-s	six
wsj_0161.tml.plain	4	12-s	cents
wsj_0161.tml.plain	4	13-s	a
wsj_0161.tml.plain	4	14-s	share
wsj_0161.tml.plain	4	15-	,
wsj_0161.tml.plain	4	16-s	on
wsj_0161.tml.plain	4	17-s	revenue
wsj_0161.tml.plain	4	18-s	of
wsj_0161.tml.plain	4	19-s	$169.9
wsj_0161.tml.plain	4	20-s	million
wsj_0161.tml.plain	4	21-	.
NYT20000105.0325.tml.plain	0	0-nn	WASHINGTON
NYT20000105.0325.tml.plain	0	1-s	_
NYT20000105.0325.tml.plain	0	2-nn	A
NYT20000105.0325.tml.plain	0	3-s	six-year-old
NYT20000105.0325.tml.plain	0	4-s	boy
NYT20000105.0325.tml.plain	0	5-s	who
NYT20000105.0325.tml.plain	0	6-s	arrived
NYT20000105.0325.tml.plain	0	7-s	on
NYT20000105.0325.tml.plain	0	8-s	US
NYT20000105.0325.tml.plain	0	9-s	shores
NYT20000105.0325.tml.plain	0	10-s	as
NYT20000105.0325.tml.plain	0	11-s	a
NYT20000105.0325.tml.plain	0	12-s	motherless
NYT20000105.0325.tml.plain	0	13-s	refugee
NYT20000105.0325.tml.plain	0	14-s	and
NYT20000105.0325.tml.plain	0	15-s	became
NYT20000105.0325.tml.plain	0	16-s	a
NYT20000105.0325.tml.plain	0	17-s	political
NYT20000105.0325.tml.plain	0	18-s	symbol
NYT20000105.0325.tml.plain	0	19-s	for
NYT20000105.0325.tml.plain	0	20-s	anti-Castro
NYT20000105.0325.tml.plain	0	21-s	exiles
NYT20000105.0325.tml.plain	0	22-s	must
NYT20000105.0325.tml.plain	0	23-s	be
NYT20000105.0325.tml.plain	0	24-s	returned
NYT20000105.0325.tml.plain	0	25-s	to
NYT20000105.0325.tml.plain	0	26-s	his
NYT20000105.0325.tml.plain	0	27-s	father
NYT20000105.0325.tml.plain	0	28-s	in
NYT20000105.0325.tml.plain	0	29-s	Cuba
NYT20000105.0325.tml.plain	0	30-	,
NYT20000105.0325.tml.plain	0	31-s	immigration
NYT20000105.0325.tml.plain	0	32-s	authorities
NYT20000105.0325.tml.plain	0	33-s	ruled
NYT20000105.0325.tml.plain	0	34-s	Wednesday
NYT20000105.0325.tml.plain	0	35-	.
NYT20000105.0325.tml.plain	1	0-nn	Faced
NYT20000105.0325.tml.plain	1	1-s	with
NYT20000105.0325.tml.plain	1	2-s	the
NYT20000105.0325.tml.plain	1	3-s	choice
NYT20000105.0325.tml.plain	1	4-s	of
NYT20000105.0325.tml.plain	1	5-s	keeping
NYT20000105.0325.tml.plain	1	6-s	Elian
NYT20000105.0325.tml.plain	1	7-s	Gonzalez
NYT20000105.0325.tml.plain	1	8-s	with
NYT20000105.0325.tml.plain	1	9-s	relatives
NYT20000105.0325.tml.plain	1	10-s	in
NYT20000105.0325.tml.plain	1	11-s	Miami
NYT20000105.0325.tml.plain	1	12-	,
NYT20000105.0325.tml.plain	1	13-s	where
NYT20000105.0325.tml.plain	1	14-s	the
NYT20000105.0325.tml.plain	1	15-s	boy
NYT20000105.0325.tml.plain	1	16-s	has
NYT20000105.0325.tml.plain	1	17-s	been
NYT20000105.0325.tml.plain	1	18-s	wooed
NYT20000105.0325.tml.plain	1	19-s	with
NYT20000105.0325.tml.plain	1	20-s	American
NYT20000105.0325.tml.plain	1	21-s	toys
NYT20000105.0325.tml.plain	1	22-s	and
NYT20000105.0325.tml.plain	1	23-s	theme-park
NYT20000105.0325.tml.plain	1	24-s	visits
NYT20000105.0325.tml.plain	1	25-	,
NYT20000105.0325.tml.plain	1	26-s	or
NYT20000105.0325.tml.plain	1	27-s	returning
NYT20000105.0325.tml.plain	1	28-s	him
NYT20000105.0325.tml.plain	1	29-s	to
NYT20000105.0325.tml.plain	1	30-s	his
NYT20000105.0325.tml.plain	1	31-s	apparently
NYT20000105.0325.tml.plain	1	32-s	distraught
NYT20000105.0325.tml.plain	1	33-s	father
NYT20000105.0325.tml.plain	1	34-s	in
NYT20000105.0325.tml.plain	1	35-s	Havana
NYT20000105.0325.tml.plain	1	36-	,
NYT20000105.0325.tml.plain	1	37-s	the
NYT20000105.0325.tml.plain	1	38-s	Immigration
NYT20000105.0325.tml.plain	1	39-s	and
NYT20000105.0325.tml.plain	1	40-s	Naturalization
NYT20000105.0325.tml.plain	1	41-s	Service
NYT20000105.0325.tml.plain	1	42-s	decided
NYT20000105.0325.tml.plain	1	43-s	the
NYT20000105.0325.tml.plain	1	44-s	boy
NYT20000105.0325.tml.plain	1	45-s	should
NYT20000105.0325.tml.plain	1	46-s	go
NYT20000105.0325.tml.plain	1	47-s	home
NYT20000105.0325.tml.plain	1	48-s	by
NYT20000105.0325.tml.plain	1	49-s	Jan.
NYT20000105.0325.tml.plain	1	50-s	14
NYT20000105.0325.tml.plain	1	51-	,
NYT20000105.0325.tml.plain	1	52-s	INS
NYT20000105.0325.tml.plain	1	53-s	commissioner
NYT20000105.0325.tml.plain	1	54-s	Doris
NYT20000105.0325.tml.plain	1	55-s	Meissner
NYT20000105.0325.tml.plain	1	56-s	told
NYT20000105.0325.tml.plain	1	57-s	reporters
NYT20000105.0325.tml.plain	1	58-	.
NYT20000105.0325.tml.plain	2	0-nn	`
NYT20000105.0325.tml.plain	2	1-	`
NYT20000105.0325.tml.plain	2	2-	This
NYT20000105.0325.tml.plain	2	3-s	little
NYT20000105.0325.tml.plain	2	4-s	boy
NYT20000105.0325.tml.plain	2	5-	,
NYT20000105.0325.tml.plain	2	6-s	who
NYT20000105.0325.tml.plain	2	7-s	has
NYT20000105.0325.tml.plain	2	8-s	been
NYT20000105.0325.tml.plain	2	9-s	through
NYT20000105.0325.tml.plain	2	10-s	so
NYT20000105.0325.tml.plain	2	11-s	much
NYT20000105.0325.tml.plain	2	12-	,
NYT20000105.0325.tml.plain	2	13-s	belongs
NYT20000105.0325.tml.plain	2	14-s	with
NYT20000105.0325.tml.plain	2	15-s	his
NYT20000105.0325.tml.plain	2	16-s	father
