wsj_0161.tml.plain	0	8-s	timex3	t28	1
wsj_0161.tml.plain	4	0-nn	timex3	t31	1
wsj_0161.tml.plain	4	1-s	timex3	t31	1
wsj_0161.tml.plain	4	2-s	timex3	t31	1
NYT20000105.0325.tml.plain	0	34-s	timex3	t1	1
NYT20000105.0325.tml.plain	1	49-s	timex3	t2	1
NYT20000105.0325.tml.plain	1	50-s	timex3	t2	1
NYT20000105.0325.tml.plain	6	12-s	timex3	t3	1
NYT20000105.0325.tml.plain	7	2-	timex3	t4	1
NYT20000105.0325.tml.plain	12	9-s	timex3	t5	1
NYT20000105.0325.tml.plain	12	10-s	timex3	t5	1
NYT20000105.0325.tml.plain	23	8-s	timex3	t6	1
NYT20000105.0325.tml.plain	23	9-s	timex3	t6	1
NYT20000105.0325.tml.plain	29	31-s	timex3	t7	1
NYT20000601.0442.tml.plain	0	14-s	timex3	t13	1
NYT20000601.0442.tml.plain	0	15-s	timex3	t13	1
NYT20000601.0442.tml.plain	0	16-s	timex3	t13	1
NYT20000601.0442.tml.plain	0	23-s	timex3	t1	1
NYT20000601.0442.tml.plain	3	17-s	timex3	t2	1
NYT20000601.0442.tml.plain	4	1-s	timex3	t3	1
NYT20000601.0442.tml.plain	4	11-s	timex3	t4	1
NYT20000601.0442.tml.plain	4	12-s	timex3	t4	1
NYT20000601.0442.tml.plain	6	3-s	timex3	t5	1
NYT20000601.0442.tml.plain	6	4-s	timex3	t5	1
NYT20000601.0442.tml.plain	18	13-s	timex3	t6	1
NYT20000601.0442.tml.plain	22	14-s	timex3	t7	1
NYT20000601.0442.tml.plain	22	15-s	timex3	t7	1
NYT20000601.0442.tml.plain	29	8-s	timex3	t8	1
NYT20000601.0442.tml.plain	29	9-s	timex3	t8	1
NYT20000601.0442.tml.plain	30	23-s	timex3	t9	1
NYT20000601.0442.tml.plain	30	24-s	timex3	t9	1
NYT20000601.0442.tml.plain	31	7-s	timex3	t10	1
